category,count,pct
Not in universe,4605,92.54421221864952
California,33,0.6631832797427653
Utah,28,0.5627009646302251
North Carolina,28,0.5627009646302251
Abroad,19,0.38183279742765275
Minnesota,17,0.34163987138263663
Kentucky,15,0.30144694533762056
Florida,14,0.28135048231511256
Oklahoma,14,0.28135048231511256
Indiana,11,0.22106109324758844
Alaska,10,0.20096463022508038
New Mexico,10,0.20096463022508038
New Hampshire,10,0.20096463022508038
North Dakota,10,0.20096463022508038
Oregon,9,0.18086816720257234
Iowa,9,0.18086816720257234
Colorado,8,0.1607717041800643
Ohio,8,0.1607717041800643
Michigan,7,0.14067524115755628
Kansas,7,0.14067524115755628
Illinois,7,0.14067524115755628
Arkansas,6,0.12057877813504823
Nevada,6,0.12057877813504823
Arizona,6,0.12057877813504823
West Virginia,6,0.12057877813504823
Massachusetts,5,0.10048231511254019
Vermont,5,0.10048231511254019
Montana,5,0.10048231511254019
Louisiana,5,0.10048231511254019
Tennessee,4,0.08038585209003216
Connecticut,4,0.08038585209003216
Maryland,4,0.08038585209003216
South Carolina,4,0.08038585209003216
Georgia,4,0.08038585209003216
Pennsylvania,4,0.08038585209003216
New York,4,0.08038585209003216
Wyoming,3,0.06028938906752412
Missouri,3,0.06028938906752412
Delaware,3,0.06028938906752412
Texas,2,0.04019292604501608
Alabama,2,0.04019292604501608
New Jersey,2,0.04019292604501608
Maine,2,0.04019292604501608
District of Columbia,2,0.04019292604501608
Virginia,2,0.04019292604501608
Wisconsin,1,0.02009646302250804
Idaho,1,0.02009646302250804
South Dakota,1,0.02009646302250804
Nebraska,1,0.02009646302250804
